Signatur;Signatur_Archivplan;AutorIn;Titel_Name;Entstehungszeitraum;Sprache;Allgemeine_Bemerkungen;Archivalienart;Kollation;Anzahl_Digitalisate;Dateiname_Digitalisat;URL_Datensatz;URL_Bild;Schrift;Ort;Bemerkung_Entstehungszeitraum;Beilagen;AbsenderIn;AdressatIn;Anzahl_Briefe;Farbe;Orientierung_Form
SLA-RMR-Ms_B_42/5;Ms_B_42/5;;"Rilke, Rainer Maria an Cassani, Albertine (Puta); Korrespondenz";exakt: 19191105;Deutsch;74 K 2171;Korrespondenz;1 Br., hs.;4;"MS_B_42_5_S_01;MS_B_42_5_S_02;MS_B_42_5_X_01_r;MS_B_42_5_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008876;"https://www.helveticarchives.ch/bild.aspx?VEID=1008876&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008876&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008876&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008876&DEID=10&SQNZNR=4";hs.;Baur au Lac;;;Rilke, Rainer Maria;Cassani, Albertine (Puta);;;
SLA-RMR-Ms_B_42/6;Ms_B_42/6;;"Rilke, Rainer Maria an Cassani, Albertine (Puta); Korrespondenz";exakt: 19190618;Deutsch;74 K 2171;Korrespondenz;1 Br., hs.;4;"MS_B_42_6_S_01;MS_B_42_6_S_02;MS_B_42_6_X_01_r;MS_B_42_6_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008877;"https://www.helveticarchives.ch/bild.aspx?VEID=1008877&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008877&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008877&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008877&DEID=10&SQNZNR=4";hs.;Genf;;;Rilke, Rainer Maria;Cassani, Albertine (Puta);;;
SLA-RMR-Ms_B_46;Ms_B_46;;"Rilke, Rainer Maria an Cassani, Puzzi (Elite Hotel, Zürich); Korrespondenz";exakt: 19190814;Deutsch;;Korrespondenz;1 Br.;11;"MS_B_46_S_01;MS_B_46_S_02;MS_B_46_S_03;MS_B_46_S_04;MS_B_46_S_05;MS_B_46_X_01;MS_B_46_X_02;MS_B_46_X_03;MS_B_46_X_04;MS_B_46_X_05_r;MS_B_46_X_05_v";https://www.helveticarchives.ch/detail.aspx?ID=213106;"https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=10;https://www.helveticarchives.ch/bild.aspx?VEID=213106&DEID=10&SQNZNR=11";;Soglio;;"Beil.: Abschrift des Gedichtes ""Berenice"" v. Salis, Johann Gaudenz von; Couvert";Rilke, Rainer Maria;Cassani, Puzzi (Elite Hotel, Zürich);;;
SLA-RMR-Ms_B_3/01;Ms_B_3/01;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19041229;Deutsch;;Korrespondenz;1 Br. hs.;3;"MS_B_3_1_S_01;MS_B_3_1_X_02_r;MS_B_3_1_X_02_v";https://www.helveticarchives.ch/detail.aspx?ID=1008462;"https://www.helveticarchives.ch/bild.aspx?VEID=1008462&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008462&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008462&DEID=10&SQNZNR=3";;Oberneuland bei Bremen;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/02;Ms_B_3/02;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19050318;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_2_S_01;MS_B_3_2_S_02;MS_B_3_2_X_01_r;MS_B_3_2_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008464;"https://www.helveticarchives.ch/bild.aspx?VEID=1008464&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008464&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008464&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008464&DEID=10&SQNZNR=4";;Dresden, Weisser Hirsch;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/03;Ms_B_3/03;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19050602;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_3_S_01;MS_B_3_3_S_02;MS_B_3_3a_X_01_r;MS_B_3_3a_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008465;"https://www.helveticarchives.ch/bild.aspx?VEID=1008465&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008465&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008465&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008465&DEID=10&SQNZNR=4";;Bremen;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/04;Ms_B_3/04;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19060110;Deutsch;Adressiert an Eva Solmitz;Korrespondenz;1 Br. hs.;6;"MS_B_3_4_S_01;MS_B_3_4_S_02;MS_B_3_4_S_03;MS_B_3_4_S_04;MS_B_3_4_X_01_r;MS_B_3_4_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008466;"https://www.helveticarchives.ch/bild.aspx?VEID=1008466&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008466&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008466&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008466&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008466&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008466&DEID=10&SQNZNR=6";;Meudon-Val-Fleury;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/05;Ms_B_3/05;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 190604;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_5_S_01;MS_B_3_5_S_02;MS_B_3_5_S_03;MS_B_3_5_S_04";https://www.helveticarchives.ch/detail.aspx?ID=1008467;"https://www.helveticarchives.ch/bild.aspx?VEID=1008467&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008467&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008467&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008467&DEID=10&SQNZNR=4";;Meudon-Val-Fleury;Datiert Mittwoch vor Ostern 1906;;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/06;Ms_B_3/06;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19061007;Deutsch;;Korrespondenz;1 Br. hs.;2;"MS_B_3_6_S_01;MS_B_3_6_S_02";https://www.helveticarchives.ch/detail.aspx?ID=1008468;"https://www.helveticarchives.ch/bild.aspx?VEID=1008468&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008468&DEID=10&SQNZNR=2";;Berlin;;;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/07;Ms_B_3/07;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19070103;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_3_7_S_01;MS_B_3_7_S_02;MS_B_3_7_S_03;MS_B_3_7_S_04;MS_B_3_7_X_01_r;MS_B_3_7_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008470;"https://www.helveticarchives.ch/bild.aspx?VEID=1008470&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008470&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008470&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008470&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008470&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008470&DEID=10&SQNZNR=6";;Capri;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/08;Ms_B_3/08;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19070916;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_3_8_S_01;MS_B_3_8_S_02;MS_B_3_8_S_03;MS_B_3_8_S_04;MS_B_3_8_X_01_r;MS_B_3_8_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008471;"https://www.helveticarchives.ch/bild.aspx?VEID=1008471&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008471&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008471&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008471&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008471&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008471&DEID=10&SQNZNR=6";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/09;Ms_B_3/09;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19071013;Deutsch;;Korrespondenz;1 Br. hs.;8;"MS_B_3_9_S_01;MS_B_3_9_S_02;MS_B_3_9_S_03;MS_B_3_9_S_04;MS_B_3_9_S_05;MS_B_3_9_S_06;MS_B_3_9_X_01_r;MS_B_3_9_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008472;"https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1008472&DEID=10&SQNZNR=8";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/10;Ms_B_3/10;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19071030;Deutsch;;Korrespondenz;1 Br. hs.;3;"MS_B_3_10;MS_B_3_10_X_01_r;MS_B_3_10_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008474;"https://www.helveticarchives.ch/bild.aspx?VEID=1008474&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008474&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008474&DEID=10&SQNZNR=3";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/11;Ms_B_3/11;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080306;Deutsch;;Korrespondenz;1 Br. hs.;11;"MS_B_3_11_S_01;MS_B_3_11_S_02;MS_B_3_11_S_03;MS_B_3_11_S_04;MS_B_3_11_S_05;MS_B_3_11_S_06;MS_B_3_11_S_07;MS_B_3_11_S_08;MS_B_3_11a_X_01_r;MS_B_3_11a_X_01_v;MS_B_3_11b_X_01";https://www.helveticarchives.ch/detail.aspx?ID=1008475;"https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=7;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=8;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=9;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=10;https://www.helveticarchives.ch/bild.aspx?VEID=1008475&DEID=10&SQNZNR=11";;Capri;;Visitenkarte, Telegramm;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/12;Ms_B_3/12;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080313;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_12_S_01;MS_B_3_12_S_02;MS_B_3_12_S_03;MS_B_3_12_S_04";https://www.helveticarchives.ch/detail.aspx?ID=1008476;"https://www.helveticarchives.ch/bild.aspx?VEID=1008476&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008476&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008476&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008476&DEID=10&SQNZNR=4";;Capri;;;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/13;Ms_B_3/13;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080318;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_13_S_01;MS_B_3_13_S_02;MS_B_3_13_S_03;MS_B_3_13_S_04";https://www.helveticarchives.ch/detail.aspx?ID=1008477;"https://www.helveticarchives.ch/bild.aspx?VEID=1008477&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008477&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008477&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008477&DEID=10&SQNZNR=4";;Capri;;;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/14;Ms_B_3/14;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080519;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_3_14_S_01;MS_B_3_14_S_02;MS_B_3_14_S_03;MS_B_3_14_S_04;MS_B_3_14_X_01_r;MS_B_3_14_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008502;"https://www.helveticarchives.ch/bild.aspx?VEID=1008502&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008502&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008502&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008502&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008502&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008502&DEID=10&SQNZNR=6";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/15;Ms_B_3/15;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080811;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_3_15_S_01;MS_B_3_15_S_02;MS_B_3_15_S_03;MS_B_3_15_S_04;MS_B_3_15_S_05;MS_B_3_15_X_01_r;MS_B_3_15_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008510;"https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008510&DEID=10&SQNZNR=7";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/16;Ms_B_3/16;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080820;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_3_16_S_01;MS_B_3_16_S_02;MS_B_3_16_S_03;MS_B_3_16_S_04;MS_B_3_16_S_05;MS_B_3_16_X_01_r;MS_B_3_16_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008512;"https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008512&DEID=10&SQNZNR=7";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/18;Ms_B_3/18;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19080824;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_18_S_01;MS_B_3_18_S_02;MS_B_3_18_X_01_r;MS_B_3_18_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008515;"https://www.helveticarchives.ch/bild.aspx?VEID=1008515&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008515&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008515&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008515&DEID=10&SQNZNR=4";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/19;Ms_B_3/19;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19090115;Deutsch;;Korrespondenz;1 Br. hs.;3;"MS_B_3_19;MS_B_3_19_X_01_r;MS_B_3_19_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008519;"https://www.helveticarchives.ch/bild.aspx?VEID=1008519&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008519&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008519&DEID=10&SQNZNR=3";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/20;Ms_B_3/20;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19090129;Deutsch;;Korrespondenz;1 Br. hs.;6;"MS_B_3_20_S_01;MS_B_3_20_S_02;MS_B_3_20_S_03;MS_B_3_20_S_04;MS_B_3_20_X_01_r;MS_B_3_20_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008573;"https://www.helveticarchives.ch/bild.aspx?VEID=1008573&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008573&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008573&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008573&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008573&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008573&DEID=10&SQNZNR=6";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/21;Ms_B_3/21;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19090806;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_3_21_S_01;MS_B_3_21_S_02;MS_B_3_21_S_03;MS_B_3_21_S_04;MS_B_3_21_S_05;MS_B_3_21_X_01_r;MS_B_3_21_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008575;"https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008575&DEID=10&SQNZNR=7";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/22;Ms_B_3/22;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19091016;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_22_S_01;MS_B_3_22_S_02;MS_B_3_22_X_01_r;MS_B_3_22_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008597;"https://www.helveticarchives.ch/bild.aspx?VEID=1008597&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008597&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008597&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008597&DEID=10&SQNZNR=4";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/23;Ms_B_3/23;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19091019;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_3_23_S_01;MS_B_3_23_S_02;MS_B_3_23_S_03;MS_B_3_23_S_04;MS_B_3_23_S_05;MS_B_3_23_X_01_r;MS_B_3_23_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008600;"https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008600&DEID=10&SQNZNR=7";;Paris;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/24;Ms_B_3/24;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 191004;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_24_S_01;MS_B_3_24_S_02;MS_B_3_24_S_03;MS_B_3_24_S_04";https://www.helveticarchives.ch/detail.aspx?ID=1008603;"https://www.helveticarchives.ch/bild.aspx?VEID=1008603&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008603&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008603&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008603&DEID=10&SQNZNR=4";;Rom;;;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/25;Ms_B_3/25;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 191109;Deutsch;;Korrespondenz;1 Br. hs.;3;"MS_B_3_25;MS_B_3_25_X_01_r;MS_B_3_25_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008606;"https://www.helveticarchives.ch/bild.aspx?VEID=1008606&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008606&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008606&DEID=10&SQNZNR=3";;München;;;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/26;Ms_B_3/26;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 19120404;Deutsch;;Korrespondenz;1 Br. hs.;7;"MS_B_3_26_S_01;MS_B_3_26_S_02;MS_B_3_26_S_03;MS_B_3_26_S_04;MS_B_3_26_S_05;MS_B_3_26_X_01_r;MS_B_3_26_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008609;"https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=4;https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=5;https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=6;https://www.helveticarchives.ch/bild.aspx?VEID=1008609&DEID=10&SQNZNR=7";;Duino;;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
SLA-RMR-Ms_B_3/27;Ms_B_3/27;;"Rilke, Rainer Maria an Cassirer, Eva; Korrespondenz";exakt: 191204;Deutsch;;Korrespondenz;1 Br. hs.;4;"MS_B_3_27_S_01;MS_B_3_27_S_02;MS_B_3_27_X_01_r;MS_B_3_27_X_01_v";https://www.helveticarchives.ch/detail.aspx?ID=1008611;"https://www.helveticarchives.ch/bild.aspx?VEID=1008611&DEID=10&SQNZNR=1;https://www.helveticarchives.ch/bild.aspx?VEID=1008611&DEID=10&SQNZNR=2;https://www.helveticarchives.ch/bild.aspx?VEID=1008611&DEID=10&SQNZNR=3;https://www.helveticarchives.ch/bild.aspx?VEID=1008611&DEID=10&SQNZNR=4";;Duino;Datierung: Dienstag nach Ostern;Couvert;Rilke, Rainer Maria;Cassirer, Eva;;;
